Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method
10248,2024-02-22,Home Appliances,Samsung Microwave Oven,2,249.99,499.98,Europe,Apple Pay
10249,2024-03-19,Electronics,Samsung Galaxy S23,4,899.99,3599.96,South America,Apple Pay
10250,2024-10-23,Books,Python Crash Course,5,34.99,174.95,Asia,Cash
10251,2024-03-18,Books,Atomic Habits,4,24.99,99.96,South America,Cash
10252,2024-05-20,Electronics,MacBook Air M2,5,1199.99,5999.95,North America,Cash
10253,2024-08-24,Books,Atomic Habits,1,24.99,24.99,Asia,Cash
10254,2024-02-09,Electronics,iPad Pro 11,5,799.99,3999.95,Australia,PayPal
10255,2024-08-24,Electronics,Sony WH-1000XM5 Headphones,5,399.99,1999.95,Europe,Cash
10256,2024-11-05,Books,Python Crash Course,2,34.99,69.98,North America,PayPal
10257,2024-02-22,Clothing,Levi's 501 Jeans,5,79.99,399.95,Europe,Credit Card
10258,2024-05-06,Books,The Pragmatic Programmer,5,44.99,224.95,Australia,Apple Pay
10259,2024-03-22,Clothing,Adidas Hoodie,3,69.99,209.97,South America,PayPal
10260,2024-06-22,Electronics,MacBook Air M2,1,1199.99,1199.99,Asia,Credit Card
10261,2024-10-12,Books,Deep Work,3,29.99,89.97,Australia,Debit Card
10262,2024-06-19,Electronics,iPad Pro 11,2,799.99,1599.98,Asia,Cash
10263,2024-12-01,Books,Clean Code,5,39.99,199.95,North America,Cash
10264,2024-10-13,Books,Deep Work,2,29.99,59.98,Australia,Credit Card
10265,2024-11-26,Books,Python Crash Course,3,34.99,104.97,North America,Cash
10266,2024-06-07,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,South America,Debit Card
10267,2024-04-25,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,Asia,Credit Card
10268,2024-09-16,Electronics,MacBook Air M2,5,1199.99,5999.95,Europe,Apple Pay
10269,2024-07-11,Home Appliances,LG Smart Refrigerator,2,1499.99,2999.98,Australia,Debit Card
10270,2024-08-12,Electronics,Sony WH-1000XM5 Headphones,3,399.99,1199.97,Europe,PayPal
10271,2024-11-08,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,Australia,Debit Card
10272,2024-06-07,Books,Clean Code,3,39.99,119.97,Australia,PayPal
10273,2024-08-24,Clothing,Uniqlo Cotton T-Shirt,5,19.99,99.95,Australia,PayPal
10274,2024-03-23,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,Asia,Credit Card
10275,2024-11-24,Books,Deep Work,5,29.99,149.95,North America,Apple Pay
10276,2024-03-04,Clothing,Levi's 501 Jeans,2,79.99,159.98,Asia,PayPal
10277,2024-09-19,Home Appliances,Philips Air Fryer,1,199.99,199.99,Europe,PayPal
10278,2024-06-27,Electronics,Sony WH-1000XM5 Headphones,1,399.99,399.99,South America,Apple Pay
10279,2024-07-10,Home Appliances,Philips Air Fryer,1,199.99,199.99,Asia,Debit Card
10280,2024-01-15,Clothing,Levi's 501 Jeans,3,79.99,239.97,Europe,Debit Card
10281,2024-01-20,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,South America,PayPal
10282,2024-11-11,Electronics,iPhone 14 Pro,1,999.99,999.99,Asia,Debit Card
10283,2024-03-17,Books,Atomic Habits,3,24.99,74.97,Europe,Cash
10284,2024-03-03,Electronics,Samsung Galaxy S23,4,899.99,3599.96,Australia,PayPal
10285,2024-02-02,Electronics,Sony WH-1000XM5 Headphones,5,399.99,1999.95,Australia,Credit Card
10286,2024-11-19,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,South America,Credit Card
10287,2024-11-10,Clothing,Nike Air Force 1 Sneakers,5,109.99,549.95,South America,Debit Card
10288,2024-12-06,Electronics,iPad Pro 11,3,799.99,2399.97,North America,Apple Pay
10289,2024-10-05,Electronics,Sony WH-1000XM5 Headphones,4,399.99,1599.96,North America,PayPal
10290,2024-07-10,Clothing,Levi's 501 Jeans,3,79.99,239.97,North America,Cash
10291,2024-05-03,Electronics,iPad Pro 11,3,799.99,2399.97,Europe,Credit Card
10292,2024-06-29,Clothing,Nike Air Force 1 Sneakers,4,109.99,439.96,South America,Debit Card
10293,2024-03-10,Electronics,Sony WH-1000XM5 Headphones,1,399.99,399.99,Asia,Debit Card
10294,2024-01-23,Home Appliances,Dyson V11 Vacuum Cleaner,3,599.99,1799.97,Asia,Apple Pay
10295,2024-07-22,Books,Deep Work,1,29.99,29.99,Europe,Cash
10296,2024-07-01,Electronics,MacBook Air M2,3,1199.99,3599.97,North America,Cash
10297,2024-08-11,Books,The Pragmatic Programmer,4,44.99,179.96,Asia,Debit Card
10298,2024-09-11,Books,Deep Work,5,29.99,149.95,Asia,Credit Card
10299,2024-08-05,Electronics,Sony WH-1000XM5 Headphones,5,399.99,1999.95,Europe,Apple Pay
10300,2024-05-30,Clothing,Levi's 501 Jeans,1,79.99,79.99,Asia,Cash
10301,2024-06-05,Books,Python Crash Course,4,34.99,139.96,Europe,PayPal
10302,2024-06-28,Books,Atomic Habits,3,24.99,74.97,Australia,PayPal
10303,2024-05-20,Electronics,iPhone 14 Pro,4,999.99,3999.96,Asia,Apple Pay
10304,2024-12-13,Home Appliances,Dyson V11 Vacuum Cleaner,2,599.99,1199.98,Australia,PayPal
10305,2024-01-18,Home Appliances,Dyson V11 Vacuum Cleaner,2,599.99,1199.98,Asia,Cash
10306,2024-07-15,Electronics,iPad Pro 11,2,799.99,1599.98,South America,Cash
10307,2024-07-09,Books,Atomic Habits,5,24.99,124.95,Europe,Apple Pay
10308,2024-07-06,Books,Deep Work,3,29.99,89.97,Europe,Credit Card
10309,2024-01-14,Home Appliances,Philips Air Fryer,5,199.99,999.95,South America,Apple Pay
10310,2024-03-01,Clothing,Adidas Hoodie,4,69.99,279.96,Europe,Apple Pay
10311,2024-05-26,Books,Clean Code,1,39.99,39.99,Europe,Credit Card
10312,2024-08-19,Home Appliances,Philips Air Fryer,1,199.99,199.99,Asia,Cash
10313,2024-12-29,Electronics,iPad Pro 11,5,799.99,3999.95,Asia,Cash
10314,2024-03-21,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,Europe,Credit Card
10315,2024-04-12,Home Appliances,LG Smart Refrigerator,4,1499.99,5999.96,North America,Cash
10316,2024-10-10,Clothing,Uniqlo Cotton T-Shirt,5,19.99,99.95,Europe,Apple Pay
10317,2024-02-14,Electronics,MacBook Air M2,4,1199.99,4799.96,South America,Apple Pay
10318,2024-07-29,Books,Python Crash Course,1,34.99,34.99,Europe,Cash
10319,2024-11-24,Electronics,Sony WH-1000XM5 Headphones,4,399.99,1599.96,Australia,Cash
10320,2024-03-06,Home Appliances,LG Smart Refrigerator,4,1499.99,5999.96,Australia,Credit Card
10321,2024-03-04,Home Appliances,Samsung Microwave Oven,2,249.99,499.98,Europe,Cash
10322,2024-12-29,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,Asia,Credit Card
10323,2024-05-08,Home Appliances,Bosch Washing Machine,3,899.99,2699.97,Europe,Cash
10324,2024-11-10,Electronics,iPad Pro 11,2,799.99,1599.98,Australia,Apple Pay
10325,2024-03-19,Home Appliances,Bosch Washing Machine,5,899.99,4499.95,Asia,Apple Pay
10326,2024-01-22,Electronics,iPhone 14 Pro,1,999.99,999.99,Australia,Cash
10327,2024-11-29,Home Appliances,Bosch Washing Machine,4,899.99,3599.96,Australia,Credit Card
10328,2024-09-11,Clothing,Adidas Hoodie,4,69.99,279.96,Europe,PayPal
10329,2024-06-01,Books,Atomic Habits,1,24.99,24.99,Europe,PayPal
10330,2024-07-31,Books,The Pragmatic Programmer,2,44.99,89.98,Asia,Apple Pay
10331,2024-03-14,Clothing,Adidas Hoodie,3,69.99,209.97,South America,Debit Card
10332,2024-07-08,Electronics,MacBook Air M2,2,1199.99,2399.98,South America,Credit Card
10333,2024-05-16,Books,Clean Code,2,39.99,79.98,North America,Credit Card
10334,2024-05-28,Books,Python Crash Course,4,34.99,139.96,Europe,Debit Card
10335,2024-06-16,Clothing,Nike Air Force 1 Sneakers,2,109.99,219.98,South America,Apple Pay
10336,2024-08-27,Books,Deep Work,4,29.99,119.96,North America,Credit Card
10337,2024-07-20,Books,Clean Code,2,39.99,79.98,Australia,Cash
10338,2024-01-25,Electronics,MacBook Air M2,4,1199.99,4799.96,Australia,PayPal
10339,2024-05-26,Electronics,iPhone 14 Pro,4,999.99,3999.96,Europe,Cash
10340,2024-07-06,Books,Deep Work,1,29.99,29.99,South America,Credit Card
10341,2024-10-18,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,Asia,Credit Card
10342,2024-07-16,Books,Python Crash Course,3,34.99,104.97,Australia,Apple Pay
10343,2024-03-01,Home Appliances,Dyson V11 Vacuum Cleaner,4,599.99,2399.96,Asia,Cash
10344,2024-10-12,Clothing,Nike Air Force 1 Sneakers,2,109.99,219.98,Australia,Apple Pay
10345,2024-07-24,Electronics,iPhone 14 Pro,1,999.99,999.99,Europe,Cash
10346,2024-08-30,Books,Clean Code,5,39.99,199.95,Australia,Debit Card
10347,2024-06-16,Clothing,Nike Air Force 1 Sneakers,4,109.99,439.96,Australia,Cash
10348,2024-10-30,Clothing,North Face Jacket,5,249.99,1249.95,Australia,PayPal
10349,2024-12-28,Clothing,Uniqlo Cotton T-Shirt,1,19.99,19.99,Asia,Cash
10350,2024-12-10,Electronics,Sony WH-1000XM5 Headphones,5,399.99,1999.95,Asia,Credit Card
10351,2024-11-01,Books,Deep Work,5,29.99,149.95,Australia,Debit Card
10352,2024-01-27,Books,Clean Code,5,39.99,199.95,Australia,PayPal
10353,2024-03-16,Home Appliances,Dyson V11 Vacuum Cleaner,5,599.99,2999.95,North America,Debit Card
10354,2024-01-10,Books,Deep Work,4,29.99,119.96,Europe,PayPal
10355,2024-12-19,Home Appliances,Philips Air Fryer,5,199.99,999.95,Australia,PayPal
10356,2024-02-01,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,Australia,Cash
10357,2024-12-05,Books,Python Crash Course,4,34.99,139.96,Asia,Debit Card
10358,2024-08-23,Clothing,North Face Jacket,3,249.99,749.97,Asia,Apple Pay
10359,2024-09-04,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,Australia,Cash
10360,2024-04-25,Clothing,Adidas Hoodie,2,69.99,139.98,South America,Cash
10361,2024-09-02,Clothing,North Face Jacket,3,249.99,749.97,Asia,Credit Card
10362,2024-10-20,Books,The Pragmatic Programmer,3,44.99,134.97,Europe,Cash
10363,2024-01-22,Clothing,Levi's 501 Jeans,3,79.99,239.97,South America,Cash
10364,2024-09-02,Home Appliances,LG Smart Refrigerator,5,1499.99,7499.95,Asia,Apple Pay
10365,2024-12-22,Clothing,Nike Air Force 1 Sneakers,1,109.99,109.99,Australia,Apple Pay
10366,2024-05-02,Home Appliances,Dyson V11 Vacuum Cleaner,5,599.99,2999.95,Europe,Debit Card
10367,2024-01-27,Electronics,Sony WH-1000XM5 Headphones,3,399.99,1199.97,South America,Credit Card
10368,2024-12-14,Home Appliances,Dyson V11 Vacuum Cleaner,5,599.99,2999.95,Europe,PayPal
10369,2024-11-30,Books,The Pragmatic Programmer,2,44.99,89.98,Asia,Cash
10370,2024-05-26,Electronics,iPhone 14 Pro,5,999.99,4999.95,Europe,Apple Pay
10371,2024-01-20,Home Appliances,Philips Air Fryer,2,199.99,399.98,North America,PayPal
10372,2024-09-10,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,North America,Cash
10373,2024-10-17,Electronics,MacBook Air M2,3,1199.99,3599.97,South America,Apple Pay
10374,2024-09-25,Books,Clean Code,5,39.99,199.95,South America,Cash
10375,2024-04-08,Electronics,MacBook Air M2,2,1199.99,2399.98,South America,Cash
10376,2024-04-05,Electronics,MacBook Air M2,3,1199.99,3599.97,Australia,Debit Card
10377,2024-03-30,Books,The Pragmatic Programmer,5,44.99,224.95,Asia,Credit Card
10378,2024-07-24,Electronics,Samsung Galaxy S23,2,899.99,1799.98,South America,Cash
10379,2024-05-07,Electronics,MacBook Air M2,4,1199.99,4799.96,Europe,PayPal
10380,2024-05-16,Clothing,Adidas Hoodie,5,69.99,349.95,Australia,Credit Card
10381,2024-05-13,Clothing,Nike Air Force 1 Sneakers,1,109.99,109.99,North America,PayPal
10382,2024-06-06,Home Appliances,Philips Air Fryer,5,199.99,999.95,Asia,Credit Card
10383,2024-11-23,Clothing,Adidas Hoodie,5,69.99,349.95,Europe,Debit Card
10384,2024-03-09,Books,Clean Code,4,39.99,159.96,Australia,Cash
10385,2024-07-31,Books,Python Crash Course,2,34.99,69.98,Europe,Apple Pay
10386,2024-02-11,Books,Python Crash Course,3,34.99,104.97,North America,Apple Pay
10387,2024-02-27,Electronics,iPad Pro 11,5,799.99,3999.95,Europe,Apple Pay
10388,2024-10-01,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,Australia,PayPal
10389,2024-02-29,Home Appliances,Bosch Washing Machine,4,899.99,3599.96,North America,Apple Pay
10390,2024-08-16,Electronics,Sony WH-1000XM5 Headphones,2,399.99,799.98,Australia,PayPal
10391,2024-08-21,Electronics,iPad Pro 11,4,799.99,3199.96,Asia,Credit Card
10392,2024-07-21,Clothing,Levi's 501 Jeans,2,79.99,159.98,Australia,Credit Card
10393,2024-01-24,Books,Deep Work,1,29.99,29.99,Australia,Credit Card
10394,2024-02-05,Books,Atomic Habits,3,24.99,74.97,South America,Debit Card
10395,2024-03-10,Books,Deep Work,4,29.99,119.96,South America,PayPal
10396,2024-07-11,Electronics,iPad Pro 11,2,799.99,1599.98,Asia,Credit Card
10397,2024-04-01,Books,Python Crash Course,2,34.99,69.98,Europe,Credit Card
10398,2024-01-12,Clothing,Uniqlo Cotton T-Shirt,5,19.99,99.95,South America,Apple Pay
10399,2024-07-13,Home Appliances,LG Smart Refrigerator,4,1499.99,5999.96,Asia,Debit Card
10400,2024-05-21,Home Appliances,Dyson V11 Vacuum Cleaner,1,599.99,599.99,South America,Apple Pay
10401,2024-01-09,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,North America,Apple Pay
10402,2024-01-18,Books,Python Crash Course,1,34.99,34.99,Europe,Credit Card
10403,2024-07-24,Books,Clean Code,5,39.99,199.95,Europe,Credit Card
10404,2024-03-12,Clothing,Nike Air Force 1 Sneakers,5,109.99,549.95,Asia,Apple Pay
10405,2024-11-02,Clothing,Nike Air Force 1 Sneakers,3,109.99,329.97,Europe,Apple Pay
10406,2024-04-23,Books,Deep Work,3,29.99,89.97,North America,Apple Pay
10407,2024-10-29,Home Appliances,Philips Air Fryer,5,199.99,999.95,South America,Credit Card
10408,2024-06-25,Books,Python Crash Course,3,34.99,104.97,South America,PayPal
10409,2024-03-17,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,Australia,PayPal
10410,2024-05-03,Home Appliances,Samsung Microwave Oven,2,249.99,499.98,South America,Credit Card
10411,2024-10-14,Books,The Pragmatic Programmer,5,44.99,224.95,Australia,Debit Card
10412,2024-07-17,Home Appliances,Samsung Microwave Oven,2,249.99,499.98,Asia,Credit Card
10413,2024-08-18,Clothing,Levi's 501 Jeans,5,79.99,399.95,Europe,Credit Card
10414,2024-05-17,Books,Python Crash Course,5,34.99,174.95,North America,Credit Card
10415,2024-04-06,Home Appliances,Philips Air Fryer,2,199.99,399.98,Asia,Cash
10416,2024-01-08,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,South America,Debit Card
10417,2024-12-22,Home Appliances,Philips Air Fryer,2,199.99,399.98,Australia,Cash
10418,2024-05-24,Books,The Pragmatic Programmer,5,44.99,224.95,Asia,Cash
10419,2024-05-13,Clothing,North Face Jacket,4,249.99,999.96,South America,Credit Card
10420,2024-08-28,Clothing,Nike Air Force 1 Sneakers,3,109.99,329.97,Asia,PayPal
10421,2024-01-24,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,Asia,Apple Pay
10422,2024-10-26,Books,Deep Work,2,29.99,59.98,Europe,Cash
10423,2024-04-27,Books,Python Crash Course,2,34.99,69.98,South America,Apple Pay
10424,2024-12-01,Clothing,Adidas Hoodie,4,69.99,279.96,South America,PayPal
10425,2024-03-27,Clothing,Nike Air Force 1 Sneakers,2,109.99,219.98,Australia,PayPal
10426,2024-04-04,Electronics,iPad Pro 11,1,799.99,799.99,North America,Credit Card
10427,2024-01-04,Books,Clean Code,2,39.99,79.98,North America,Debit Card
10428,2024-01-05,Home Appliances,Bosch Washing Machine,4,899.99,3599.96,Asia,Credit Card
10429,2024-11-12,Books,The Pragmatic Programmer,1,44.99,44.99,North America,Apple Pay
10430,2024-10-09,Books,Atomic Habits,1,24.99,24.99,Australia,Cash
10431,2024-10-01,Clothing,Levi's 501 Jeans,5,79.99,399.95,South America,Debit Card
10432,2024-02-24,Electronics,iPad Pro 11,2,799.99,1599.98,Europe,Debit Card
10433,2024-11-13,Clothing,Adidas Hoodie,3,69.99,209.97,South America,Credit Card
10434,2024-07-10,Books,The Pragmatic Programmer,5,44.99,224.95,Europe,Debit Card
10435,2024-06-02,Electronics,iPhone 14 Pro,1,999.99,999.99,South America,PayPal
10436,2024-07-12,Books,Atomic Habits,1,24.99,24.99,Europe,Credit Card
10437,2024-09-12,Books,Deep Work,5,29.99,149.95,North America,Apple Pay
10438,2024-01-22,Home Appliances,LG Smart Refrigerator,5,1499.99,7499.95,South America,Cash
10439,2024-01-24,Electronics,MacBook Air M2,5,1199.99,5999.95,Australia,Credit Card
10440,2024-04-01,Clothing,Levi's 501 Jeans,2,79.99,159.98,Australia,Debit Card
10441,2024-12-30,Books,Atomic Habits,3,24.99,74.97,Europe,Apple Pay
10442,2024-05-03,Books,Python Crash Course,3,34.99,104.97,South America,Debit Card
10443,2024-12-18,Electronics,iPad Pro 11,3,799.99,2399.97,North America,Credit Card
10444,2024-08-11,Home Appliances,Dyson V11 Vacuum Cleaner,3,599.99,1799.97,Australia,Apple Pay
10445,2024-10-31,Books,Deep Work,1,29.99,29.99,Asia,PayPal
10446,2024-09-08,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,South America,PayPal
10447,2024-04-05,Books,Atomic Habits,5,24.99,124.95,Asia,Debit Card
10448,2024-02-07,Electronics,MacBook Air M2,2,1199.99,2399.98,South America,Debit Card
10449,2024-07-18,Clothing,Adidas Hoodie,1,69.99,69.99,North America,Credit Card
10450,2024-06-06,Books,Deep Work,3,29.99,89.97,North America,Debit Card
10451,2024-02-14,Home Appliances,Philips Air Fryer,4,199.99,799.96,Australia,Apple Pay
10452,2024-09-19,Books,Atomic Habits,1,24.99,24.99,North America,Cash
10453,2024-10-10,Electronics,iPad Pro 11,5,799.99,3999.95,Asia,PayPal
10454,2024-01-07,Clothing,Uniqlo Cotton T-Shirt,4,19.99,79.96,North America,Apple Pay
10455,2024-05-04,Home Appliances,Philips Air Fryer,2,199.99,399.98,Europe,Cash
10456,2024-06-03,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,North America,Debit Card
10457,2024-08-10,Clothing,Uniqlo Cotton T-Shirt,3,19.99,59.97,South America,Credit Card
10458,2024-07-03,Clothing,Nike Air Force 1 Sneakers,4,109.99,439.96,Australia,Apple Pay
10459,2024-04-10,Books,Atomic Habits,2,24.99,49.98,Asia,Credit Card
10460,2024-07-21,Clothing,North Face Jacket,4,249.99,999.96,Asia,PayPal
10461,2024-06-20,Books,Python Crash Course,2,34.99,69.98,Asia,Cash
10462,2024-11-04,Home Appliances,Philips Air Fryer,3,199.99,599.97,Europe,PayPal
10463,2024-06-12,Clothing,Uniqlo Cotton T-Shirt,5,19.99,99.95,Europe,Cash
10464,2024-07-11,Clothing,Uniqlo Cotton T-Shirt,3,19.99,59.97,North America,Apple Pay
10465,2024-04-12,Home Appliances,Bosch Washing Machine,1,899.99,899.99,South America,Debit Card
10466,2024-08-12,Clothing,Levi's 501 Jeans,4,79.99,319.96,South America,Debit Card
10467,2024-11-20,Clothing,Nike Air Force 1 Sneakers,3,109.99,329.97,Europe,PayPal
10468,2024-07-12,Electronics,Sony WH-1000XM5 Headphones,5,399.99,1999.95,South America,Apple Pay
10469,2024-07-24,Books,Python Crash Course,1,34.99,34.99,Asia,Apple Pay
10470,2024-10-31,Electronics,iPhone 14 Pro,2,999.99,1999.98,Asia,Debit Card
10471,2024-11-27,Electronics,iPad Pro 11,4,799.99,3199.96,Asia,PayPal
10472,2024-02-24,Electronics,iPhone 14 Pro,3,999.99,2999.97,Europe,Apple Pay
10473,2024-09-22,Home Appliances,Philips Air Fryer,3,199.99,599.97,South America,PayPal
10474,2024-12-13,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,South America,Credit Card
10475,2024-05-31,Books,Atomic Habits,1,24.99,24.99,Europe,Cash
10476,2024-06-08,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,Australia,PayPal
10477,2024-06-27,Books,Atomic Habits,4,24.99,99.96,South America,Cash
10478,2024-02-04,Clothing,Levi's 501 Jeans,1,79.99,79.99,North America,Cash
10479,2024-11-27,Electronics,Samsung Galaxy S23,2,899.99,1799.98,Australia,Debit Card
10480,2024-10-09,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,South America,PayPal
10481,2024-04-28,Books,Clean Code,2,39.99,79.98,South America,PayPal
10482,2024-01-15,Home Appliances,Philips Air Fryer,5,199.99,999.95,South America,PayPal
10483,2024-01-03,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,North America,Apple Pay
10484,2024-02-22,Home Appliances,Samsung Microwave Oven,3,249.99,749.97,Europe,PayPal
10485,2024-02-28,Clothing,Uniqlo Cotton T-Shirt,5,19.99,99.95,Asia,Apple Pay
10486,2024-07-17,Books,Python Crash Course,1,34.99,34.99,Asia,Cash
10487,2024-08-22,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,Australia,Credit Card
10488,2024-12-10,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,Europe,Cash
10489,2024-02-29,Home Appliances,Samsung Microwave Oven,2,249.99,499.98,Australia,PayPal
10490,2024-08-02,Home Appliances,Bosch Washing Machine,4,899.99,3599.96,South America,Debit Card
10491,2024-09-06,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,South America,Cash
10492,2024-03-12,Home Appliances,Samsung Microwave Oven,4,249.99,999.96,Australia,Credit Card
10493,2024-07-02,Electronics,Sony WH-1000XM5 Headphones,2,399.99,799.98,Europe,PayPal
10494,2024-10-14,Books,The Pragmatic Programmer,4,44.99,179.96,South America,PayPal
10495,2024-09-07,Home Appliances,Dyson V11 Vacuum Cleaner,5,599.99,2999.95,North America,Debit Card
10496,2024-05-29,Electronics,MacBook Air M2,2,1199.99,2399.98,Australia,Cash
10497,2024-03-27,Books,Python Crash Course,4,34.99,139.96,Australia,Apple Pay
10498,2024-02-27,Electronics,MacBook Air M2,5,1199.99,5999.95,Asia,Apple Pay
10499,2024-01-22,Books,Python Crash Course,2,34.99,69.98,South America,Credit Card
