Transaction ID,Date,Product Category,Product Name,Units Sold,Unit Price,Total Revenue,Region,Payment Method
10500,2024-11-30,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,South America,Cash
10501,2024-06-27,Electronics,Sony WH-1000XM5 Headphones,1,399.99,399.99,Europe,Debit Card
10502,2024-10-28,Clothing,North Face Jacket,4,249.99,999.96,Europe,Apple Pay
10503,2024-03-12,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,Australia,Cash
10504,2024-09-29,Clothing,North Face Jacket,5,249.99,1249.95,Europe,Cash
10505,2024-12-26,Clothing,Adidas Hoodie,5,69.99,349.95,Asia,Apple Pay
10506,2024-12-13,Electronics,Samsung Galaxy S23,4,899.99,3599.96,North America,Cash
10507,2024-12-01,Home Appliances,LG Smart Refrigerator,2,1499.99,2999.98,Europe,Cash
10508,2024-05-06,Books,The Pragmatic Programmer,2,44.99,89.98,Australia,Cash
10509,2024-11-17,Books,The Pragmatic Programmer,4,44.99,179.96,North America,Credit Card
10510,2024-07-25,Clothing,Adidas Hoodie,4,69.99,279.96,South America,Cash
10511,2024-10-24,Electronics,iPhone 14 Pro,4,999.99,3999.96,Asia,Credit Card
10512,2024-09-30,Books,Clean Code,4,39.99,159.96,Europe,PayPal
10513,2024-05-17,Clothing,Adidas Hoodie,3,69.99,209.97,Australia,Apple Pay
10514,2024-03-07,Books,Deep Work,1,29.99,29.99,North America,Credit Card
10515,2024-11-16,Books,Atomic Habits,1,24.99,24.99,Europe,PayPal
10516,2024-08-21,Electronics,Sony WH-1000XM5 Headphones,2,399.99,799.98,Europe,Cash
10517,2024-03-22,Clothing,Levi's 501 Jeans,3,79.99,239.97,Asia,Credit Card
10518,2024-07-09,Home Appliances,Dyson V11 Vacuum Cleaner,4,599.99,2399.96,Asia,Debit Card
10519,2024-08-07,Electronics,iPhone 14 Pro,1,999.99,999.99,Europe,PayPal
10520,2024-02-09,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,Australia,PayPal
10521,2024-01-05,Electronics,MacBook Air M2,1,1199.99,1199.99,South America,Debit Card
10522,2024-09-01,Electronics,Samsung Galaxy S23,4,899.99,3599.96,North America,Credit Card
10523,2024-02-22,Clothing,Adidas Hoodie,3,69.99,209.97,Europe,PayPal
10524,2024-03-09,Home Appliances,Dyson V11 Vacuum Cleaner,5,599.99,2999.95,Australia,Credit Card
10525,2024-11-08,Home Appliances,Philips Air Fryer,3,199.99,599.97,Europe,Debit Card
10526,2024-07-29,Books,Clean Code,1,39.99,39.99,North America,Debit Card
10527,2024-03-04,Books,Deep Work,4,29.99,119.96,Asia,Debit Card
10528,2024-05-06,Clothing,Levi's 501 Jeans,2,79.99,159.98,Australia,Apple Pay
10529,2024-11-03,Clothing,Levi's 501 Jeans,3,79.99,239.97,Europe,Apple Pay
10530,2024-11-06,Home Appliances,Philips Air Fryer,3,199.99,599.97,North America,Debit Card
10531,2024-09-10,Books,Atomic Habits,2,24.99,49.98,South America,Apple Pay
10532,2024-02-06,Electronics,MacBook Air M2,3,1199.99,3599.97,Europe,PayPal
10533,2024-10-18,Books,Deep Work,5,29.99,149.95,Europe,PayPal
10534,2024-02-07,Electronics,iPad Pro 11,1,799.99,799.99,North America,Cash
10535,2024-04-20,Electronics,iPhone 14 Pro,4,999.99,3999.96,Australia,Cash
10536,2024-11-17,Books,The Pragmatic Programmer,4,44.99,179.96,North America,Apple Pay
10537,2024-10-02,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,Asia,Credit Card
10538,2024-09-18,Home Appliances,LG Smart Refrigerator,5,1499.99,7499.95,Asia,PayPal
10539,2024-10-27,Electronics,MacBook Air M2,4,1199.99,4799.96,Europe,Credit Card
10540,2024-05-05,Electronics,Sony WH-1000XM5 Headphones,1,399.99,399.99,South America,Apple Pay
10541,2024-11-07,Electronics,MacBook Air M2,2,1199.99,2399.98,North America,Credit Card
10542,2024-12-28,Home Appliances,Dyson V11 Vacuum Cleaner,2,599.99,1199.98,South America,Cash
10543,2024-09-24,Clothing,Nike Air Force 1 Sneakers,3,109.99,329.97,Europe,Cash
10544,2024-03-01,Electronics,MacBook Air M2,4,1199.99,4799.96,Asia,Apple Pay
10545,2024-02-02,Clothing,North Face Jacket,1,249.99,249.99,South America,PayPal
10546,2024-09-18,Clothing,Levi's 501 Jeans,4,79.99,319.96,Australia,Debit Card
10547,2024-07-07,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,Australia,Credit Card
10548,2024-04-26,Electronics,iPhone 14 Pro,1,999.99,999.99,Europe,Credit Card
10549,2024-08-29,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,Europe,Credit Card
10550,2024-10-10,Books,Clean Code,3,39.99,119.97,Europe,PayPal
10551,2024-06-12,Clothing,Levi's 501 Jeans,5,79.99,399.95,Asia,Credit Card
10552,2024-09-14,Electronics,Samsung Galaxy S23,2,899.99,1799.98,Australia,Credit Card
10553,2024-07-24,Electronics,Sony WH-1000XM5 Headphones,3,399.99,1199.97,Asia,Cash
10554,2024-02-14,Books,Atomic Habits,3,24.99,74.97,Europe,Cash
10555,2024-10-15,Clothing,North Face Jacket,2,249.99,499.98,South America,Cash
10556,2024-10-29,Books,Clean Code,5,39.99,199.95,Europe,Debit Card
10557,2024-01-04,Books,Atomic Habits,2,24.99,49.98,Australia,Cash
10558,2024-11-21,Electronics,MacBook Air M2,1,1199.99,1199.99,South America,Cash
10559,2024-02-23,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,South America,PayPal
10560,2024-01-31,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,North America,Debit Card
10561,2024-09-23,Books,Deep Work,4,29.99,119.96,North America,Apple Pay
10562,2024-02-18,Home Appliances,Philips Air Fryer,1,199.99,199.99,Australia,Apple Pay
10563,2024-02-01,Books,Clean Code,2,39.99,79.98,Asia,Cash
10564,2024-06-10,Books,Deep Work,3,29.99,89.97,South America,Cash
10565,2024-04-29,Electronics,Samsung Galaxy S23,2,899.99,1799.98,Australia,Credit Card
10566,2024-03-20,Electronics,Samsung Galaxy S23,4,899.99,3599.96,South America,Cash
10567,2024-07-27,Electronics,iPad Pro 11,3,799.99,2399.97,Europe,PayPal
10568,2024-06-06,Books,Deep Work,1,29.99,29.99,North America,Debit Card
10569,2024-12-17,Clothing,North Face Jacket,1,249.99,249.99,Europe,Cash
10570,2024-03-16,Electronics,Samsung Galaxy S23,3,899.99,2699.97,South America,Apple Pay
10571,2024-01-26,Clothing,Adidas Hoodie,2,69.99,139.98,North America,PayPal
10572,2024-08-19,Home Appliances,Dyson V11 Vacuum Cleaner,4,599.99,2399.96,North America,Debit Card
10573,2024-03-03,Electronics,iPhone 14 Pro,2,999.99,1999.98,Europe,Debit Card
10574,2024-07-24,Clothing,Levi's 501 Jeans,5,79.99,399.95,Australia,Cash
10575,2024-02-08,Electronics,iPhone 14 Pro,2,999.99,1999.98,South America,Debit Card
10576,2024-02-17,Clothing,Levi's 501 Jeans,1,79.99,79.99,South America,Credit Card
10577,2024-03-27,Books,The Pragmatic Programmer,4,44.99,179.96,North America,PayPal
10578,2024-12-15,Books,Clean Code,3,39.99,119.97,Europe,Debit Card
10579,2024-05-20,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,North America,Apple Pay
10580,2024-11-13,Home Appliances,Samsung Microwave Oven,4,249.99,999.96,South America,Apple Pay
10581,2024-09-02,Electronics,iPhone 14 Pro,3,999.99,2999.97,South America,Debit Card
10582,2024-08-02,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,Australia,Credit Card
10583,2024-07-14,Clothing,Uniqlo Cotton T-Shirt,5,19.99,99.95,South America,Cash
10584,2024-10-16,Clothing,Uniqlo Cotton T-Shirt,3,19.99,59.97,Europe,Credit Card
10585,2024-06-12,Home Appliances,Dyson V11 Vacuum Cleaner,3,599.99,1799.97,North America,PayPal
10586,2024-09-28,Clothing,North Face Jacket,2,249.99,499.98,Europe,Credit Card
10587,2024-05-06,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,North America,Debit Card
10588,2024-10-21,Books,Deep Work,2,29.99,59.98,Europe,Debit Card
10589,2024-10-30,Clothing,Adidas Hoodie,5,69.99,349.95,North America,Cash
10590,2024-10-17,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,South America,Apple Pay
10591,2024-06-07,Home Appliances,Philips Air Fryer,1,199.99,199.99,North America,Credit Card
10592,2024-04-29,Home Appliances,Dyson V11 Vacuum Cleaner,5,599.99,2999.95,South America,Credit Card
10593,2024-06-18,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,Europe,Cash
10594,2024-01-31,Electronics,Samsung Galaxy S23,5,899.99,4499.95,Europe,Credit Card
10595,2024-09-26,Clothing,Levi's 501 Jeans,3,79.99,239.97,South America,Apple Pay
10596,2024-02-21,Clothing,Adidas Hoodie,3,69.99,209.97,Europe,Debit Card
10597,2024-08-11,Books,Deep Work,2,29.99,59.98,Australia,Apple Pay
10598,2024-07-01,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,South America,Cash
10599,2024-12-18,Clothing,Nike Air Force 1 Sneakers,2,109.99,219.98,North America,Apple Pay
10600,2024-07-19,Electronics,Samsung Galaxy S23,5,899.99,4499.95,Asia,Apple Pay
10601,2024-04-23,Electronics,Sony WH-1000XM5 Headphones,2,399.99,799.98,Asia,Credit Card
10602,2024-05-01,Clothing,Adidas Hoodie,2,69.99,139.98,North America,Cash
10603,2024-08-16,Electronics,MacBook Air M2,2,1199.99,2399.98,Europe,Credit Card
10604,2024-06-28,Clothing,Levi's 501 Jeans,1,79.99,79.99,North America,PayPal
10605,2024-08-12,Books,Clean Code,4,39.99,159.96,South America,PayPal
10606,2024-06-28,Books,Atomic Habits,4,24.99,99.96,Australia,Debit Card
10607,2024-03-24,Books,Atomic Habits,1,24.99,24.99,Asia,Credit Card
10608,2024-06-12,Clothing,Levi's 501 Jeans,1,79.99,79.99,Asia,Debit Card
10609,2024-07-11,Home Appliances,Dyson V11 Vacuum Cleaner,5,599.99,2999.95,North America,Cash
10610,2024-10-31,Books,Atomic Habits,4,24.99,99.96,Europe,Apple Pay
10611,2024-08-10,Home Appliances,Dyson V11 Vacuum Cleaner,1,599.99,599.99,Asia,Debit Card
10612,2024-04-07,Books,Python Crash Course,5,34.99,174.95,Asia,Cash
10613,2024-06-01,Home Appliances,Dyson V11 Vacuum Cleaner,1,599.99,599.99,South America,Apple Pay
10614,2024-10-08,Books,Clean Code,1,39.99,39.99,Asia,Credit Card
10615,2024-08-06,Electronics,MacBook Air M2,5,1199.99,5999.95,South America,Debit Card
10616,2024-02-19,Electronics,Samsung Galaxy S23,2,899.99,1799.98,Asia,Credit Card
10617,2024-08-30,Electronics,MacBook Air M2,4,1199.99,4799.96,South America,PayPal
10618,2024-12-04,Clothing,Levi's 501 Jeans,5,79.99,399.95,South America,Debit Card
10619,2024-07-08,Books,Deep Work,2,29.99,59.98,South America,Credit Card
10620,2024-05-14,Books,The Pragmatic Programmer,3,44.99,134.97,Europe,Cash
10621,2024-10-15,Electronics,Samsung Galaxy S23,1,899.99,899.99,North America,Cash
10622,2024-10-04,Books,Python Crash Course,2,34.99,69.98,Australia,Credit Card
10623,2024-07-17,Books,Python Crash Course,4,34.99,139.96,Australia,Debit Card
10624,2024-08-31,Clothing,Levi's 501 Jeans,4,79.99,319.96,North America,Apple Pay
10625,2024-10-19,Home Appliances,Dyson V11 Vacuum Cleaner,4,599.99,2399.96,Europe,Debit Card
10626,2024-04-18,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,South America,Credit Card
10627,2024-12-15,Books,Clean Code,2,39.99,79.98,Australia,Cash
10628,2024-06-12,Electronics,iPhone 14 Pro,4,999.99,3999.96,Australia,PayPal
10629,2024-10-09,Clothing,Adidas Hoodie,5,69.99,349.95,South America,Credit Card
10630,2024-12-24,Books,Atomic Habits,4,24.99,99.96,Europe,Debit Card
10631,2024-10-17,Electronics,iPhone 14 Pro,5,999.99,4999.95,North America,Cash
10632,2024-10-01,Clothing,Uniqlo Cotton T-Shirt,3,19.99,59.97,South America,PayPal
10633,2024-10-19,Books,Atomic Habits,2,24.99,49.98,Asia,PayPal
10634,2024-03-14,Books,Atomic Habits,4,24.99,99.96,Asia,Debit Card
10635,2024-01-26,Books,Deep Work,3,29.99,89.97,North America,Cash
10636,2024-06-04,Clothing,Adidas Hoodie,4,69.99,279.96,North America,Debit Card
10637,2024-03-09,Clothing,Uniqlo Cotton T-Shirt,3,19.99,59.97,Asia,PayPal
10638,2024-11-05,Electronics,Samsung Galaxy S23,4,899.99,3599.96,Europe,PayPal
10639,2024-09-05,Clothing,Levi's 501 Jeans,5,79.99,399.95,Europe,Credit Card
10640,2024-06-08,Books,Clean Code,5,39.99,199.95,Australia,Credit Card
10641,2024-03-29,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,Europe,Credit Card
10642,2024-08-21,Electronics,MacBook Air M2,2,1199.99,2399.98,Asia,Cash
10643,2024-08-25,Books,Atomic Habits,1,24.99,24.99,Europe,Cash
10644,2024-09-07,Books,Clean Code,4,39.99,159.96,Australia,Apple Pay
10645,2024-06-28,Clothing,Nike Air Force 1 Sneakers,3,109.99,329.97,North America,Cash
10646,2024-01-15,Books,Atomic Habits,2,24.99,49.98,Australia,Debit Card
10647,2024-04-23,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,South America,Apple Pay
10648,2024-01-11,Electronics,Sony WH-1000XM5 Headphones,2,399.99,799.98,Europe,Apple Pay
10649,2024-01-05,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,Asia,Cash
10650,2024-08-04,Books,Deep Work,4,29.99,119.96,Asia,Debit Card
10651,2024-08-26,Clothing,North Face Jacket,5,249.99,1249.95,South America,Apple Pay
10652,2024-02-22,Electronics,iPad Pro 11,3,799.99,2399.97,Australia,Apple Pay
10653,2024-11-07,Clothing,Adidas Hoodie,1,69.99,69.99,South America,Credit Card
10654,2024-06-21,Clothing,Adidas Hoodie,3,69.99,209.97,Asia,Cash
10655,2024-04-06,Home Appliances,Bosch Washing Machine,2,899.99,1799.98,North America,Apple Pay
10656,2024-07-25,Clothing,Nike Air Force 1 Sneakers,1,109.99,109.99,South America,Cash
10657,2024-05-12,Books,The Pragmatic Programmer,4,44.99,179.96,North America,Apple Pay
10658,2024-12-28,Home Appliances,Samsung Microwave Oven,2,249.99,499.98,Australia,PayPal
10659,2024-12-09,Clothing,North Face Jacket,3,249.99,749.97,Europe,Apple Pay
10660,2024-04-02,Clothing,Levi's 501 Jeans,4,79.99,319.96,Europe,Cash
10661,2024-10-13,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,Europe,Cash
10662,2024-04-24,Clothing,Uniqlo Cotton T-Shirt,3,19.99,59.97,Asia,Cash
10663,2024-10-26,Clothing,Uniqlo Cotton T-Shirt,1,19.99,19.99,South America,Credit Card
10664,2024-11-20,Electronics,Sony WH-1000XM5 Headphones,2,399.99,799.98,Australia,Credit Card
10665,2024-12-14,Books,Python Crash Course,3,34.99,104.97,South America,Credit Card
10666,2024-03-18,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,South America,Apple Pay
10667,2024-08-22,Home Appliances,Samsung Microwave Oven,2,249.99,499.98,North America,PayPal
10668,2024-06-19,Home Appliances,Samsung Microwave Oven,1,249.99,249.99,North America,PayPal
10669,2024-05-20,Home Appliances,LG Smart Refrigerator,5,1499.99,7499.95,Europe,PayPal
10670,2024-02-15,Home Appliances,Bosch Washing Machine,4,899.99,3599.96,South America,PayPal
10671,2024-08-07,Books,The Pragmatic Programmer,1,44.99,44.99,North America,Apple Pay
10672,2024-04-12,Clothing,Levi's 501 Jeans,3,79.99,239.97,Australia,Debit Card
10673,2024-01-10,Electronics,Samsung Galaxy S23,2,899.99,1799.98,Asia,Cash
10674,2024-03-07,Electronics,Sony WH-1000XM5 Headphones,5,399.99,1999.95,Australia,Cash
10675,2024-03-26,Electronics,iPhone 14 Pro,3,999.99,2999.97,Asia,PayPal
10676,2024-09-23,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,Asia,PayPal
10677,2024-07-02,Home Appliances,LG Smart Refrigerator,4,1499.99,5999.96,North America,Debit Card
10678,2024-04-24,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,Australia,Apple Pay
10679,2024-03-27,Electronics,MacBook Air M2,1,1199.99,1199.99,South America,Cash
10680,2024-09-30,Electronics,iPad Pro 11,1,799.99,799.99,North America,Credit Card
10681,2024-01-25,Electronics,Sony WH-1000XM5 Headphones,4,399.99,1599.96,South America,Credit Card
10682,2024-10-07,Clothing,Uniqlo Cotton T-Shirt,2,19.99,39.98,Europe,Credit Card
10683,2024-06-03,Books,Atomic Habits,5,24.99,124.95,Asia,Apple Pay
10684,2024-11-06,Home Appliances,Philips Air Fryer,1,199.99,199.99,Australia,Apple Pay
10685,2024-03-01,Clothing,Levi's 501 Jeans,1,79.99,79.99,South America,Debit Card
10686,2024-11-07,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,Europe,Cash
10687,2024-12-26,Books,Deep Work,2,29.99,59.98,North America,Apple Pay
10688,2024-09-11,Home Appliances,Philips Air Fryer,3,199.99,599.97,Europe,Credit Card
10689,2024-01-07,Electronics,iPhone 14 Pro,5,999.99,4999.95,South America,Debit Card
10690,2024-02-16,Electronics,iPhone 14 Pro,3,999.99,2999.97,Europe,PayPal
10691,2024-05-31,Clothing,Uniqlo Cotton T-Shirt,1,19.99,19.99,North America,Debit Card
10692,2024-01-21,Clothing,Adidas Hoodie,3,69.99,209.97,South America,Credit Card
10693,2024-02-18,Electronics,iPhone 14 Pro,2,999.99,1999.98,Europe,Cash
10694,2024-07-02,Books,Python Crash Course,3,34.99,104.97,North America,Cash
10695,2024-06-24,Home Appliances,Dyson V11 Vacuum Cleaner,4,599.99,2399.96,South America,PayPal
10696,2024-05-19,Books,The Pragmatic Programmer,4,44.99,179.96,Europe,Credit Card
10697,2024-03-08,Electronics,Samsung Galaxy S23,1,899.99,899.99,South America,Apple Pay
10698,2024-09-04,Books,Clean Code,5,39.99,199.95,South America,Cash
10699,2024-11-09,Electronics,Samsung Galaxy S23,4,899.99,3599.96,South America,Credit Card
10700,2024-07-29,Books,Atomic Habits,1,24.99,24.99,Asia,Cash
10701,2024-01-07,Home Appliances,Samsung Microwave Oven,5,249.99,1249.95,Australia,Apple Pay
10702,2024-02-18,Books,Clean Code,4,39.99,159.96,Asia,PayPal
10703,2024-03-17,Electronics,iPhone 14 Pro,2,999.99,1999.98,Australia,PayPal
10704,2024-09-10,Home Appliances,Dyson V11 Vacuum Cleaner,4,599.99,2399.96,Asia,Debit Card
10705,2024-06-18,Clothing,Levi's 501 Jeans,5,79.99,399.95,Europe,Apple Pay
10706,2024-11-25,Books,The Pragmatic Programmer,2,44.99,89.98,North America,PayPal
10707,2024-08-15,Books,Atomic Habits,4,24.99,99.96,South America,Cash
10708,2024-03-01,Books,Atomic Habits,1,24.99,24.99,South America,PayPal
10709,2024-01-19,Electronics,iPhone 14 Pro,5,999.99,4999.95,Australia,Cash
10710,2024-09-17,Home Appliances,Philips Air Fryer,3,199.99,599.97,Asia,Credit Card
10711,2024-04-24,Books,Deep Work,5,29.99,149.95,Australia,Apple Pay
10712,2024-08-30,Clothing,Uniqlo Cotton T-Shirt,1,19.99,19.99,North America,Debit Card
10713,2024-01-02,Clothing,Adidas Hoodie,3,69.99,209.97,Australia,Apple Pay
10714,2024-07-10,Electronics,iPhone 14 Pro,2,999.99,1999.98,South America,Debit Card
10715,2024-07-28,Electronics,MacBook Air M2,5,1199.99,5999.95,Europe,Debit Card
10716,2024-03-02,Books,Clean Code,4,39.99,159.96,Europe,Cash
10717,2024-02-25,Books,Atomic Habits,5,24.99,124.95,North America,PayPal
10718,2024-08-22,Home Appliances,Philips Air Fryer,1,199.99,199.99,Australia,Credit Card
10719,2024-10-10,Books,Python Crash Course,4,34.99,139.96,Australia,Debit Card
10720,2024-12-20,Home Appliances,LG Smart Refrigerator,1,1499.99,1499.99,South America,Apple Pay
10721,2024-11-06,Clothing,North Face Jacket,4,249.99,999.96,South America,Apple Pay
10722,2024-12-20,Home Appliances,Samsung Microwave Oven,4,249.99,999.96,Asia,Cash
10723,2024-08-19,Home Appliances,LG Smart Refrigerator,4,1499.99,5999.96,Australia,Apple Pay
10724,2024-06-02,Clothing,North Face Jacket,2,249.99,499.98,Europe,Debit Card
10725,2024-11-15,Clothing,Adidas Hoodie,2,69.99,139.98,Europe,Apple Pay
10726,2024-10-04,Clothing,Levi's 501 Jeans,3,79.99,239.97,Australia,PayPal
10727,2024-10-25,Books,Python Crash Course,3,34.99,104.97,South America,Credit Card
10728,2024-09-24,Electronics,iPhone 14 Pro,4,999.99,3999.96,Europe,Credit Card
10729,2024-12-09,Electronics,Samsung Galaxy S23,3,899.99,2699.97,Europe,Cash
10730,2024-12-15,Clothing,Nike Air Force 1 Sneakers,1,109.99,109.99,Asia,Debit Card
10731,2024-10-04,Electronics,MacBook Air M2,4,1199.99,4799.96,North America,Apple Pay
10732,2024-12-11,Home Appliances,Bosch Washing Machine,4,899.99,3599.96,Europe,Apple Pay
10733,2024-12-22,Clothing,Levi's 501 Jeans,4,79.99,319.96,South America,PayPal
10734,2024-12-16,Clothing,North Face Jacket,1,249.99,249.99,North America,Cash
10735,2024-04-13,Books,Clean Code,3,39.99,119.97,Australia,Apple Pay
10736,2024-11-04,Home Appliances,LG Smart Refrigerator,3,1499.99,4499.97,South America,Debit Card
10737,2024-12-15,Electronics,Samsung Galaxy S23,2,899.99,1799.98,Australia,Credit Card
10738,2024-07-12,Electronics,Sony WH-1000XM5 Headphones,3,399.99,1199.97,Australia,Cash
10739,2024-03-07,Home Appliances,Bosch Washing Machine,3,899.99,2699.97,North America,Cash
10740,2024-08-26,Home Appliances,Dyson V11 Vacuum Cleaner,2,599.99,1199.98,Asia,Apple Pay
10741,2024-01-27,Clothing,Uniqlo Cotton T-Shirt,5,19.99,99.95,Australia,Cash
10742,2024-02-07,Clothing,North Face Jacket,2,249.99,499.98,Europe,Apple Pay
10743,2024-02-04,Home Appliances,Philips Air Fryer,5,199.99,999.95,Australia,PayPal
10744,2024-02-17,Clothing,Nike Air Force 1 Sneakers,2,109.99,219.98,Asia,Cash
10745,2024-07-03,Clothing,Nike Air Force 1 Sneakers,5,109.99,549.95,Australia,PayPal
10746,2024-10-14,Electronics,iPhone 14 Pro,3,999.99,2999.97,South America,Debit Card
10747,2024-11-24,Home Appliances,Dyson V11 Vacuum Cleaner,3,599.99,1799.97,South America,Credit Card
10748,2024-07-16,Clothing,North Face Jacket,3,249.99,749.97,North America,Apple Pay
10749,2024-07-10,Books,The Pragmatic Programmer,1,44.99,44.99,Asia,Debit Card
10750,2024-06-13,Electronics,iPhone 14 Pro,2,999.99,1999.98,Australia,Apple Pay
